questionExternalId,sourceLanguage,targetLanguage,questionTextSource,explanationSource,answerASource,answerBSource,answerCSource,answerDSource,questionTextTarget,explanationTarget,answerATarget,answerBTarget,answerCTarget,answerDTarget
1.1.07-009,en,ru,You are approaching a school. Children are leaving the school grounds. What must you reckon with?,"In the vicinity of schools, you must always be prepared for children crossing the road abruptly. Children are not yet able to assess themselves and other road users very well and often react impulsively and in a way that is not appropriate for traffic. As a car driver, you must adapt your driving style accordingly in order to exclude any danger to children. In addition to driving at a low speed, you must be particularly attentive and ready to brake at all times.",- rush onto the road without thinking,- ride their bicycles onto the road without paying attention,- always conduct themselves properly on the road,,Вы приближаетесь к школе. Дети выходят с территории школы. С чем нужно считаться?,"Вблизи школ всегда нужно быть готовым к тому, что дети внезапно перейдут дорогу. Дети ещё не умеют хорошо оценивать себя и других участников движения, часто реагируют импульсивно и не по правилам дорожной ситуации. Водитель должен соответствующим образом адаптировать стиль вождения, чтобы исключить опасность для детей. Помимо низкой скорости, необходимо быть особенно внимательным и готовым к торможению.","- они могут выбежать на дорогу, не подумав","- они могут выехать на велосипедах на дорогу, не обращая внимания",- они всегда ведут себя на дороге правильно,
1.1.07-010,en,ru,What do hazard warning lights draw your attention to?,The use of the hazard warning lights is subject to strict rules. You may only switch on the hazard warning lights to secure your broken-down vehicle or to indicate a traffic jam or a school bus. A school bus with its hazard warning lights on may only be overtaken at walking speed.,To vehicles which have broken down,To school buses with children boarding or alighting,To a traffic congestion,,На что указывает аварийная сигнализация?,"Использование аварийной сигнализации строго регулируется. Её можно включать для обозначения неисправного автомобиля, для предупреждения о заторе или на школьном автобусе. Школьный автобус с включённой аварийной сигнализацией можно обгонять только со скоростью пешехода.",На неисправные транспортные средства,"На школьные автобусы, в которые садятся или из которых выходят дети",На затор,
1.1.07-011,en,ru,A big combine harvester in front of you wishes to turn right. What is correct?,"The combine harvester needs to gain amplitude to turn because the turn is very narrow. To do this, it will greatly reduce his speed. Keep your distance and also drive slowly and be prepared to brake. Especially for cyclists: Never overtake on the right!",- will swing far out to the left when turning,- will slow down drastically before turning,- cannot swing out due to rear-wheel steering,,Большой зерноуборочный комбайн перед Вами хочет повернуть направо. Что верно?,"Комбайну нужно взять широкий замах для поворота, потому что поворот очень узкий. Для этого он значительно снизит скорость. Держите дистанцию, также двигайтесь медленно и будьте готовы к торможению. Особенно для велосипедистов: никогда не обгоняйте справа!",- при повороте он сильно сместится влево,- перед поворотом он резко снизит скорость,- он не может смещаться из-за управления задними колёсами,
1.1.07-013,en,ru,You are driving behind a farm vehicle with a trailer carrying a high load. What must you reckon with?,"If you are riding behind an agricultural vehicle with a heavily loaded trailer, you must expect the following: Part of the load could fall onto the roadway when turning or braking. The indicator could be dirty or covered by the load. The braking distance of the vehicle is increased by the weight of the load.","Particularly when braking or turning, parts of the load can fall off","The indicators may be concealed, making it difficult to see when the combination of vehicles wishes to turn off",The braking distance of the combination of vehicles is particularly short because of its load,,"Вы едете за сельскохозяйственным транспортным средством с прицепом, перевозящим высокий груз. С чем нужно считаться?","Если Вы едете за сельскохозяйственным транспортным средством с сильно загруженным прицепом, нужно ожидать следующее: часть груза может упасть на дорогу при повороте или торможении. Указатель поворота может быть загрязнён или закрыт грузом. Из-за веса груза тормозной путь транспортного средства увеличивается.",Особенно при торможении или повороте части груза могут упасть,"Указатели поворота могут быть закрыты, поэтому трудно увидеть, когда состав хочет повернуть",Тормозной путь состава особенно короткий из-за груза,
1.1.07-014-M,en,ru,What should you anticipate?,"You must expect to have to stop before the intersection when turning. For one thing, the view of the bus coming from the right is obstructed. In addition, other vehicles could pass it. In addition, pedestrians may also want to cross the road. You must always show special consideration for them.",Pedestrians crossing the road,A vehicle driving past the bus,That I will have to stop at the junction,,Чего следует ожидать?,"При повороте нужно ожидать, что Вам придётся остановиться перед перекрёстком. Во-первых, обзор автобуса, приближающегося справа, закрыт. Кроме того, другие транспортные средства могут его объезжать. Также пешеходы могут захотеть перейти дорогу. К ним всегда нужно проявлять особую осторожность.",Пешеходы могут переходить дорогу,Транспортное средство может проехать мимо автобуса,Мне придётся остановиться на перекрёстке,
1.1.07-015-M,en,ru,What should you do in this situation?,"The driver of the vehicle coming out of the exit cannot see the cross traffic. He would have to be directed into the traffic. He could drive further ahead and prevent you from continuing your journey. You should reduce your speed, be ready to brake, even stop if necessary.",Reduce speed,Be ready to brake,Continue driving as before,,Что следует сделать в этой ситуации?,"Водитель транспортного средства, выезжающего с выезда, не видит поперечное движение. Его могут направлять в поток. Он может выехать дальше вперёд и помешать Вашему движению. Вам следует снизить скорость, быть готовым к торможению и при необходимости остановиться.",Снизить скорость,Быть готовым к торможению,Продолжать движение как прежде,
1.1.07-016,en,ru,Why do you have to wait before turning right?,"If you want to turn right, you will need to let all the vehicles drive past that meet you. This also applies to bicycles that go into the same direction as you. Likewise, you must give priority to pedestrians who want to cross the road in front of you.",- the pedestrian,- the cyclist,- the van,,Почему перед поворотом направо нужно подождать?,"Если Вы хотите повернуть направо, нужно пропустить все транспортные средства, движущиеся Вам навстречу. Это также относится к велосипедам, которые движутся в том же направлении, что и Вы. Кроме того, Вы должны уступить пешеходам, которые хотят перейти дорогу перед Вами.",- из-за пешехода,- из-за велосипедиста,- из-за фургона,
1.1.07-017,en,ru,What should you anticipate in this situation?,"Because the oncoming vehicle is being slowed down by a bicycle, you should expect the vehicle to overtake the bicycle. If this happens, the vehicle could cross into your lane. In the event that the driver does not brake, you should keep as far to the right on the road as possible. Also, be prepared to brake so that you can react to any situation as quickly as possible.",- pull out and cross the centre of the road,- brake and not cross the centre of the road,- overtake without crossing the centre of the road,,Чего следует ожидать в этой ситуации?,"Поскольку встречный автомобиль замедляется из-за велосипеда, нужно ожидать, что он начнёт обгонять велосипед. В этом случае автомобиль может выехать на Вашу полосу. Если водитель не затормозит, держитесь как можно правее. Также будьте готовы к торможению, чтобы быстро отреагировать на любую ситуацию.",- он выедет и пересечёт середину дороги,- он затормозит и не пересечёт середину дороги,"- он обгонит, не пересекая середину дороги",
1.1.07-019-M,en,ru,You want to turn right at the junction. What is the right thing to do?,"There is a protective lane for cyclists between your lane and the turning lane. It is part of the carriageway and is separated by a broken line.
You may only use the protective lane to change lanes, swerve or turn. If you use it, you are not allowed to obstruct cyclists or come to a standstill in the protective lane. You should therefore change lanes as early as possible.",I change lanes as early as possible,I may not impede cyclists in the cycle lane,I may only cross over the cycle lane at walking speed,,Вы хотите повернуть направо на перекрёстке. Как правильно поступить?,"Между Вашей полосой и полосой для поворота находится защитная полоса для велосипедистов. Она является частью проезжей части и отделена прерывистой линией. Её можно использовать только для перестроения, объезда или поворота. При этом нельзя препятствовать велосипедистам или останавливаться на защитной полосе. Поэтому перестраиваться следует как можно раньше.",Я перестраиваюсь как можно раньше,Я не должен мешать велосипедистам на велосипедной полосе,Я могу пересекать велосипедную полосу только со скоростью пешехода,
1.1.07-020-M,en,ru,When could a dangerous situation arise here?,"You can see that the cycle path ends immediately in front of you. The cyclist would have to stop and wait until she can safely merge into the flowing traffic. However, rather than stopping, expect her to swing into the lane in front of you.",If I continue driving at the same speed,If [the cyclist] changes to my lane,If [the cyclist] stops at the end of the cycle path,,Когда здесь может возникнуть опасная ситуация?,"Вы видите, что велосипедная дорожка заканчивается прямо перед Вами. Велосипедист должен был бы остановиться и подождать, пока сможет безопасно встроиться в поток. Однако вместо остановки ожидайте, что он выедет на полосу перед Вами.",Если я продолжу движение с той же скоростью,Если [велосипедист] перестроится на мою полосу,Если [велосипедист] остановится в конце велосипедной дорожки,
1.1.07-021,en,ru,What must you watch out for when turning right here?,"Before you can turn right, you have to let the cyclist on the bike path to your right pass by. Cyclists have priority when they drive in your direction. Cyclists in oncoming traffic have no priority. Nevertheless, watch out for them to avoid danger.",For the cyclist,For oncoming traffic,For the motorbike,,На что нужно обратить внимание при повороте направо здесь?,"Перед поворотом направо нужно пропустить велосипедиста на велосипедной дорожке справа от Вас. Велосипедисты имеют приоритет, если движутся в Вашем направлении. Встречные велосипедисты приоритета не имеют, но всё равно следите за ними, чтобы избежать опасности.",На велосипедиста,На встречный транспорт,На мотоцикл,
1.1.07-022,en,ru,What should you do?,"Since there is a car in the blind spot to the left of you and on the other side a truck wants to turn right into the construction site, you should stop. Do not drive on the middle lane. Wait for the truck to clear the road. Then you can continue.",I stop,I drive carefully past to the right of the truck,I move into the middle lane now,,Что следует сделать?,"Поскольку слева от Вас в слепой зоне находится автомобиль, а справа грузовик хочет повернуть направо на строительную площадку, Вам следует остановиться. Не выезжайте на среднюю полосу. Подождите, пока грузовик освободит дорогу. Затем можно продолжить движение.",Я останавливаюсь,Я осторожно проезжаю справа от грузовика,Я сейчас перестраиваюсь на среднюю полосу,
1.1.07-023,en,ru,What should you note about electric bicycles (e-bikes) participating in road traffic?,"E-bikes are just as quiet as classic bikes and are therefore often perceived late. However, they often achieve significantly higher speeds than bicycles without an engine. This is underestimated by many road users, so dangerous situations can occur surprisingly. In general, expect cyclists to gain speed and perform speedy maneuvers.",- be deceptively fast,- look very similar to conventional bicycles,- be easily recognised due to their engine noise,,Что нужно учитывать об электровелосипедах (e-bikes) в дорожном движении?,"Электровелосипеды такие же тихие, как обычные велосипеды, поэтому их часто замечают поздно. Однако они часто развивают значительно более высокую скорость, чем велосипеды без двигателя. Многие участники движения недооценивают это, поэтому опасные ситуации могут возникать неожиданно. В целом ожидайте, что велосипедисты могут быстро разгоняться и выполнять быстрые манёвры.",- они могут быть обманчиво быстрыми,- они очень похожи на обычные велосипеды,- их легко распознать по шуму двигателя,
1.1.07-025-M,en,ru,What is the right course of action now?,"You should be ready to brake and watch the cyclist carefully, because the cyclist can suddenly ride onto the road.",I get ready to brake,I watch [the cyclist] closely,I manoeuvre over to the left side of the road,,Как правильно поступить сейчас?,"Будьте готовы к торможению и внимательно наблюдайте за велосипедистом, потому что он может внезапно выехать на дорогу.",Я готовлюсь к торможению,Я внимательно наблюдаю за [велосипедистом],Я смещаюсь на левую сторону дороги,
1.1.07-101,en,ru,You wish to overtake a farm tractor with a mounted implement extending beyond its back. What must you remember?,"You should always refrain from an overtaking maneuver when the tractor wants to turn. The reason for this is that the tractor has a large turning circle and is likely to veer, blocking the road. Also keep in mind that the turn signals of such a vehicle are not always visible and that they could be covered by dirt due to the agricultural use.",The mounted implement can swing out when the tractor turns off,"The rear lights may be heavily soiled or concealed, making direction signals difficult or impossible to see when they are on",Farm tractors can always be overtaken safely due to their low speed,,"Вы хотите обогнать сельскохозяйственный трактор с навесным оборудованием, выступающим назад. Что нужно помнить?","Всегда следует отказаться от обгона, если трактор хочет повернуть. Причина в том, что у трактора большой радиус поворота, и он, вероятно, сместится, перекрыв дорогу. Также учитывайте, что указатели поворота такого транспортного средства не всегда видны и могут быть закрыты грязью из-за сельскохозяйственного использования.",Навесное оборудование может сместиться в сторону при повороте трактора,"Задние фонари могут быть сильно загрязнены или закрыты, поэтому сигналы поворота трудно или невозможно увидеть",Сельскохозяйственные тракторы всегда можно безопасно обгонять из-за их низкой скорости,
1.1.07-103-M,en,ru,What must you anticipate on the other side of this crest in the road?,"Due to the height of the crest, it is not possible to see what is behind it. Expect to encounter obstacles there, such as broken-down or slow-moving motor vehicles. Also be prepared for oncoming trucks sharing your lane. To be able to react to such dangers in time, you should reduce your speed accordingly.",A vehicle may be stationary there,There may be an oncoming vehicle on my side of the road,There may be a slow moving vehicle on my side of the road,,Чего нужно ожидать за этой вершиной дороги?,"Из-за высоты вершины невозможно увидеть, что находится за ней. Ожидайте препятствий, например неисправных или медленно движущихся транспортных средств. Также будьте готовы к встречным грузовикам, частично занимающим Вашу полосу. Чтобы вовремя отреагировать на такие опасности, нужно соответственно снизить скорость.",Там может стоять транспортное средство,На моей стороне дороги может быть встречное транспортное средство,На моей стороне дороги может быть медленно движущееся транспортное средство,
1.1.07-105-B,en,ru,What do you do?,"When a truck overtakes a cyclist crossing the continuous line, you must never try to push the truck back onto its lane. Brake instead and go far enough to the right.",Brake and move to the right,Proceed without taking action so that the truck is forced to pull back over to the right,,,Что Вы делаете?,"Если грузовик обгоняет велосипедиста, пересекая сплошную линию, ни в коем случае нельзя пытаться вытеснить грузовик обратно на его полосу. Вместо этого тормозите и смещайтесь достаточно вправо.",Торможу и смещаюсь вправо,"Продолжаю движение без действий, чтобы грузовик был вынужден вернуться вправо",,
1.1.07-107-B,en,ru,What must you be prepared for in this situation?,"In the area of ​​a construction site you have to drive carefully and reduce the speed. For one, the road can be dirty. But it there can also be workers, construction equipment or construction vehicles on the road and obstruct the traffic.",An uneven and dirty roadway,Workers and construction equipment on the roadway,Police regulating traffic,,К чему нужно быть готовым в этой ситуации?,"В зоне строительной площадки нужно ехать осторожно и снизить скорость. Дорога может быть загрязнена. Кроме того, на дороге могут находиться рабочие, строительное оборудование или строительные машины, которые затрудняют движение.",К неровной и грязной проезжей части,К рабочим и строительной технике на проезжей части,К регулированию движения полицией,
1.1.07-109-B,en,ru,What must you be prepared for in this situation?,Due to the weather and the slush you have to expect a slippery road surface and a longer braking distance. The bus has priority over you and shows you by indicating that he wants to start driving. Carefully reduce the speed to allow it to veer. Under no circumstances may you overtake him.,- braking distance will be longer,- bus moves off immediately,- bus driver allows you to pass,,К чему нужно быть готовым в этой ситуации?,"Из-за погоды и снежной каши нужно ожидать скользкого покрытия и более длинного тормозного пути. Автобус имеет приоритет перед Вами и показывает указателем поворота, что хочет начать движение. Осторожно снизьте скорость, чтобы дать ему возможность выехать. Ни при каких обстоятельствах нельзя его обгонять.",- тормозной путь будет длиннее,- автобус немедленно начнёт движение,- водитель автобуса пропустит Вас,
1.1.07-111,en,ru,You are waiting at a traffic light and want to turn right. What should you remember?,"If other road users are next to you, you must give priority to them if you wish to drive straight ahead. So, also pay attention to people on bike and pedestrian paths. It is not enough to just keep track of the road through the rear-view mirror. In addition, you have to control your surroundings with a look back over your shoulder to be able to perceive those road users who are hidden in the blind spot of the mirror.",- make sure there is no road user beside you on the right intending to go straight on,- simply glance in the mirror to check that there is no cyclist behind you,- concentrate fully on the turning manoeuvre because any cyclist has to wait anyway,,Вы стоите на светофоре и хотите повернуть направо. О чём нужно помнить?,"Если другие участники движения находятся рядом с Вами, Вы должны уступить им, если они хотят ехать прямо. Поэтому обращайте внимание и на людей на велосипедных и пешеходных дорожках. Недостаточно просто наблюдать за дорогой через зеркало заднего вида. Дополнительно нужно оглянуться через плечо, чтобы увидеть участников движения, скрытых в слепой зоне зеркала.","- убедиться, что справа от Вас нет участника движения, который собирается ехать прямо","- достаточно просто взглянуть в зеркало, чтобы проверить, нет ли велосипедиста позади","- полностью сосредоточиться на повороте, потому что велосипедист всё равно должен ждать",
1.1.07-113,en,ru,You are driving on a new road through a woodland area. What must you reckon with?,"When roads are newly constructed in forested areas, they often pass through the natural habitat of various wild animals. Therefore, it is possible that their habitual paths cross your roadway. For this reason, you must expect wildlife crossings and obstacles due to frequent wildlife accidents on forest roads.",Wild animals unexpectedly crossing the roadway,An obstruction caused by an accident involving a wild animal,There is no reason to expect accidents involving wild animals on new roads,,Вы едете по новой дороге через лесной массив. С чем нужно считаться?,Новые дороги в лесных районах часто проходят через естественную среду обитания различных диких животных. Поэтому их привычные маршруты могут пересекать Вашу проезжую часть. По этой причине нужно ожидать появления диких животных и препятствий из-за частых ДТП с животными на лесных дорогах.,"С дикими животными, неожиданно пересекающими проезжую часть",С препятствием из-за ДТП с участием дикого животного,На новых дорогах нет оснований ожидать ДТП с дикими животными,
1.1.07-114,en,ru,Several deer run across the road in front of your vehicle. What must you reckon with?,"If several deer flee across the road in front of your vehicle, you have to expect the following: several animals could follow. The entire herd could also turn in the opposite direction and switch to the other side of the roadway again.",There could be stragglers following the herd,The herd may come back and cross the road again,There is no reason to expect any more animals,,Перед Вашим автомобилем через дорогу пробегает несколько оленей. С чем нужно считаться?,"Если несколько оленей перебегают дорогу перед Вашим автомобилем, нужно ожидать, что за ними могут последовать другие животные. Всё стадо также может развернуться и снова перейти на другую сторону проезжей части.",За стадом могут последовать отставшие животные,Стадо может вернуться и снова пересечь дорогу,Больше животных ожидать не нужно,
1.1.07-117,en,ru,At which time of the day do you have to reckon with increased wild animals crossing?,Expect more deer crossings during the morning and evening twilight. This transitional period between day and night is characterized by diffuse light conditions.,At dusk,At dawn,At noon,,В какое время суток нужно ожидать повышенного появления диких животных на дороге?,Больше всего переходов диких животных через дорогу следует ожидать в утренних и вечерних сумерках. Этот переходный период между днём и ночью характеризуется рассеянным освещением.,В сумерках,На рассвете,В полдень,
1.1.07-118,en,ru,Which dangers must you reckon with above all in rural areas?,"Where farming is practised, tractors and other agricultural vehicles travel at slow speeds and/or over width. Often the roadway is also dirty with soil or manure.",Soiled roadways,Slow farm vehicles,Excessively wide farm vehicles,,С какими опасностями прежде всего нужно считаться в сельской местности?,"Там, где ведётся сельское хозяйство, тракторы и другие сельскохозяйственные транспортные средства движутся медленно и/или имеют большую ширину. Часто проезжая часть также загрязнена землёй или навозом.",Загрязнённая проезжая часть,Медленные сельскохозяйственные транспортные средства,Чрезмерно широкие сельскохозяйственные транспортные средства,
1.1.07-119,en,ru,A farm tractor is approaching you at dawn with its headlights switched on. What must you reckon with?,"In agricultural vehicles, the lights are sometimes broken. They can also be covered up by dirt or tarpaulins. The width of the vehicles is not easy to assess. In addition, these vehicles can have up to two trailers.",The tractor can carry large work equipment which is difficult to see,"Despite the headlights being switched on, it is not always possible to discern the width of the tractor",2 wide trailers can be attached to the tractor,,На рассвете Вам навстречу едет сельскохозяйственный трактор с включёнными фарами. С чем нужно считаться?,"У сельскохозяйственных транспортных средств световые приборы иногда неисправны. Они также могут быть закрыты грязью или тентами. Ширину таких транспортных средств трудно оценить. Кроме того, к ним может быть прицеплено до двух прицепов.","На тракторе может быть крупное рабочее оборудование, которое трудно увидеть","Несмотря на включённые фары, ширину трактора не всегда можно определить",К трактору могут быть прицеплены 2 широких прицепа,
1.1.07-120,en,ru,What must you observe when you enter a tunnel?,"Before entering a tunnel, you must note the following: there is a light obligation in a tunnel. Therefore, turn on the dipped beam to see and be seen better. If you have sunglasses, take them off. You must not switch on the fog lamp in the tunnel.",Drive with dipped headlights also during the day even in well lit tunnels,Take off your sunglasses,Switch fog headlamps on,,Что нужно соблюдать при въезде в тоннель?,"Перед въездом в тоннель необходимо учитывать следующее: в тоннеле действует обязанность включения света. Поэтому включите ближний свет, чтобы лучше видеть и быть видимым. Если на Вас солнцезащитные очки, снимите их. Противотуманные фары в тоннеле включать нельзя.","Ехать с ближним светом также днём, даже в хорошо освещённых тоннелях",Снять солнцезащитные очки,Включить противотуманные фары,
1.1.07-121,en,ru,What must you do in case of a traffic jam in a tunnel?,"If there is a traffic jam in a tunnel, stop and turn off the engine. By keeping a safe distance of about five metres, you reduce the risk of poisoning, preserve a manoeuvring option and allow rescue vehicles to pass. Switch on the hazard warning lights to warn following drivers. Only leave your vehicle after an appropriate loudspeaker announcement.",Switch hazard warning lights on,"When traffic comes to a standstill, keep a safety distance of approximately 5 m to the car ahead",Secure and leave vehicle immediately,,Что нужно делать при заторе в тоннеле?,"При заторе в тоннеле остановитесь и выключите двигатель. Дистанция около пяти метров снижает риск отравления, сохраняет возможность маневра и позволяет проехать аварийным службам. Включите аварийную сигнализацию, чтобы предупредить водителей сзади. Покидать автомобиль следует только после соответствующего объявления по громкой связи.",Включить аварийную сигнализацию,"Когда движение остановится, держать безопасную дистанцию около 5 м до автомобиля впереди",Немедленно обезопасить и покинуть автомобиль,
1.1.07-122,en,ru,What can impair your attention when driving through a tunnel?,"When passing through a tunnel, the following factors may interfere with your attention: the lack of visual stimulus and the monotony of speed, as well as the lights of oncoming traffic. In this case, an orientation on the right side of the road is helpful; avoid looking directly into the light of oncoming traffic.",Reflections of light from oncoming traffic,Length of the tunnel,Good road markings,,Что может ухудшить Ваше внимание при движении через тоннель?,"При проезде через тоннель внимание могут ухудшать недостаток визуальных раздражителей, монотонность скорости, а также свет встречного транспорта. В такой ситуации помогает ориентирование по правой стороне дороги; избегайте смотреть прямо в свет встречного транспорта.",Отражения света от встречного транспорта,Длина тоннеля,Хорошая дорожная разметка,
1.1.07-123,en,ru,What must you observe particularly when driving through a tunnel?,Driving noises in a tunnel are considerably louder due to the reverberation of the tunnel walls. You can also hear the noise of the ventilation system. This has an irritating effect on you as a driver. Your eyes first have to get used to the different visibility conditions. The increased light reflections from oncoming traffic make things more difficult. The emergency signage is also distracting.,You may be distracted by very loud noise,Signs for safety installations such as emergency exits and emergency telephones,You may be distracted by light effects,,На что особенно нужно обращать внимание при движении через тоннель?,Шумы движения в тоннеле значительно громче из-за отражения от стен. Также слышен шум вентиляционной системы. Это может раздражать водителя. Глазам сначала нужно привыкнуть к другим условиям видимости. Усиленные световые отражения от встречного транспорта усложняют ситуацию. Указатели аварийных объектов также могут отвлекать.,Вас может отвлекать очень громкий шум,"На указатели средств безопасности, таких как аварийные выходы и телефоны экстренной связи",Вас могут отвлекать световые эффекты,
1.1.07-125,en,ru,Which basic code of conduct must you observe in a tunnel?,"The following rules of conduct are mandatory in all tunnels: on the entire route no U-turns are allowed. Regardless of the lighting situation, the dim light must always be switched on. The instructions of the tunnel staff must always be followed. Personal protection antecedes the protection of vehicles and their security.",Drive with dipped headlights also by day even in a well lit tunnel,Do not make a U-turn,Follow instructions and information from the tunnel personnel,,Какие основные правила поведения необходимо соблюдать в тоннеле?,В каждом тоннеле обязательны следующие правила: на всём протяжении тоннеля запрещены развороты. Независимо от освещения всегда должен быть включён ближний свет. Указания персонала тоннеля всегда необходимо выполнять. Защита людей имеет приоритет перед сохранностью транспортных средств.,"Ехать с ближним светом также днём, даже в хорошо освещённом тоннеле",Не выполнять разворот,Следовать указаниям и информации персонала тоннеля,
1.1.07-132,en,ru,Why are you required to stop here?,"You want to turn left. A van approaching from the opposite lane also wants to turn into this road. The vehicle has priority. Likewise, you must pay attention to pedestrians who want to cross this street.",- the van,- the pedestrian,- the cyclist,,Почему здесь нужно остановиться?,"Вы хотите повернуть налево. Фургон, приближающийся со встречной полосы, также хочет повернуть на эту дорогу. Это транспортное средство имеет приоритет. Также необходимо обратить внимание на пешеходов, которые хотят перейти эту улицу.",- из-за фургона,- из-за пешехода,- из-за велосипедиста,
1.1.07-136,en,ru,What should you do now?,"The white reversing lights of the vehicle that turned in front of you indicate that it would probably turn back to its original lane in reverse. Since you cannot tell if you have been noticed by the driver, you should reduce your driving speed and be ready to brake. Refrain from an evasive maneuver due to oncoming traffic.",Slow down and be ready to brake,Continue driving as before,Swerve to the left,,Что следует сделать сейчас?,"Белые фонари заднего хода автомобиля, повернувшего перед Вами, показывают, что он, вероятно, хочет задним ходом вернуться на прежнюю полосу. Поскольку Вы не знаете, заметил ли Вас водитель, следует снизить скорость и быть готовым к торможению. Из-за встречного транспорта откажитесь от манёвра объезда.",Снизить скорость и быть готовым к торможению,Продолжать движение как прежде,Сместиться влево,
1.1.07-137,en,ru,You want to turn right. What should you do?,"Before you can turn, you have to check in the rear-view mirror if the road is clear. It is also advisable to look over your shoulder: this is the only way to be aware of dangerous situations located in the blind spot of the mirror. Keep in mind that other road users - cyclists or pedestrians - whose way you cross, always have priority.",Allow the cyclist to pass through the junction,Check way is clear by glancing over your shoulder,Take the turn ahead of the cyclist,,Вы хотите повернуть направо. Что следует сделать?,"Перед поворотом нужно проверить в зеркале заднего вида, свободна ли дорога. Также рекомендуется оглянуться через плечо: только так можно увидеть опасные ситуации в слепой зоне зеркала. Помните, что другие участники движения — велосипедисты или пешеходы, путь которых Вы пересекаете, — всегда имеют приоритет.",Пропустить велосипедиста через перекрёсток,"Проверить безопасность, оглянувшись через плечо",Повернуть перед велосипедистом,
1.1.07-138,en,ru,What should you anticipate?,"The other road users can react to this situation with all the different scenarios described. All are equally dangerous. Therefore, extreme caution and slow driving is required.",The motorbike could swerve to the left,The person beside the van could encroach further onto the road,Pedestrians could cross the road in front of the van,,Чего следует ожидать?,Другие участники движения могут отреагировать на эту ситуацию любым из описанных способов. Все они одинаково опасны. Поэтому требуется крайняя осторожность и медленное движение.,Мотоцикл может сместиться влево,Человек рядом с фургоном может выйти дальше на проезжую часть,Пешеходы могут перейти дорогу перед фургоном,
