questionExternalId,sourceLanguage,targetLanguage,questionTextSource,explanationSource,answerASource,answerBSource,answerCSource,answerDSource,questionTextTarget,explanationTarget,answerATarget,answerBTarget,answerCTarget,answerDTarget
1.2.16-103,en,ru,What do you do in case of a breakdown in a tunnel?,"In the tunnel, the alternatives for subsequent traffic are low. Therefore, if possible, stop in one of the marked emergency bays in the event of a breakdown. Switch on the hazard light on your car and switch off the engine due to the high risk of poisoning by exhaust gases in the tunnel.",Switch on the hazard warning lights,"If possible, park the vehicle in an emergency bay",Let the engine run by way of precaution,,,,,,,
1.2.16-104,en,ru,You are driving in a tunnel and approach the end of a traffic jam. What do you do?,"If you recognize a traffic jam in front of you, it is important to immediately press the hazard light to warn the drivers behind you of the coming situation. This way, they can react better to the situation. During traffic jams, the car driver should stop the engine but not leave the car. Turning in the tunnel is not allowed.",Switch on the hazard warning lights,Make a U-turn and leave the tunnel,"At the end of the traffic jam, switch off the engine and leave the vehicle",,,,,,,
1.2.17-001,en,ru,What must you remember concerning the lighting equipment of your vehicle?,"The car driver must properly install the lighting equipment on the vehicle. In addition to full functionality, the lighting must also be clean, so that other drivers see you in bad weather or in a tunnel.",It must be correctly installed,It must be clean,It must be in operating condition,,,,,,,
1.2.17-101,en,ru,What can cause even dipped headlights to dazzle oncoming traffic?,"Head lamps set too high, wrongly installed bulbs, or loading a car the wrong way can dazzle oncoming traffic as well as the car driver driving in front. Back-heavy loads change the radius of the light cone of the low beam; he goes upwards and leads to dangerous glares. You should know the headlamp beam height control on your car.",Headlights set too high,Incorrectly inserted bulbs,An overloaded vehicle,,,,,,,
1.2.17-102,en,ru,How is it possible to prevent oncoming traffic being dazzled by the dipped headlights?,"In order not to dazzle oncoming traffic, you should pay attention to how your low beam is adjusted and that it is adjusted after repairs to the headlights or after new installations. If you have to change the bulbs, only use approved bulbs.",The headlight range can be adjusted depending on the load carried by the vehicle,Only permissible light bulbs may be used in each of the headlights,The headlight setting should be checked after every repair,,,,,,,
1.2.19-001,en,ru,A railway employee is waving a white-red-white flag at a level crossing. What does this mean?,"If a railroad employee waves a white-red-white flag in front of a railroad crossing, you must wait at a safe distance before the crossing. Waving the flag means that the railroad crossing is blocked until the train has passed and the railroad employee stops the blockage.",You must wait in front of the level crossing,You may cross the rails carefully,The flag is only meant for the train driver,,,,,,,
1.2.19-002,en,ru,When must you wait at a level crossing?,"All road users are required to stop and wait immediately before a level crossing in the following situations: when the signal system's red flashing light comes on, when the barriers start to lower, when the barriers are closed, when a staff member waves a white-red-white flag , You must wait until the blockage is released again.",When a flashing red light comes on,When the barriers are being lowered,When a railway employee is waving a white-red-white flag,,,,,,,
1.2.19-003,en,ru,You are approaching a level crossing with half barriers and flashing lights. The red light is flashing but the barrier is still open. What do you do?,"When the red flashing light of a barrier system lights up before rail traffic, all road users must stop in front of the diagonal cross. Driving on is strictly prohibited even if the half barrier is still open. The barriers have fast closing times and can jam vehicles. Rail vehicles are approaching at high speeds and have a very long braking distance of several hundred meters. Therefore, they cannot react situationally to obstacles.",Wait in front of the St. Andrew's Cross,Proceed as long as the half barrier is open,"If no rail vehicle is in sight, cross the level crossing",,,,,,,
1.2.19-004,en,ru,A railway employee is waving a red lamp at a level crossing. What does this mean?,All car drivers and other road users must wait at a safe distance before the crossing if a member of the railway staff secures a low-traffic level crossing with a red light. Waving the red light means that the tracks are inaccessible and trains have priority.,You must wait in front of the level crossing,You may cross the rails carefully,The red lamp is of no significance for you,,,,,,,
1.2.19-005,en,ru,You are approaching a level crossing where the barriers are open. What do you do?,"Nevertheless, as you approach a railroad crossing with the barriers open, you must reduce speed and be aware of the track. The car driver should make sure that the transition is possible without danger and that no rail vehicle is approaching. When you see that a traffic jam could occur, it is necessary to keep a distance so that no car will end up standing on the rails. Rail transport always has priority.","Approach at moderate speed, look along the railway line",Wait in front of the level crossing if you would have to wait on it because of traffic congestion,Proceed at the same speed as road traffic always has precedence in such cases,,,,,,,
